GbGDiv results table from 'allMtub-MYCOBACT' records table.																
"Created at 16:55, on Tue 3 May, 2016"																
Software version: 0.9																
Isolate records read from table: 7670																
																
Locus	Category	Missing	Paralogous	CountNuc	CountAA	MinLength	MaxLength	AvgLength	NonVarNuc	NonVarAA	AllelicDiv	ADivNM	VSitesNuc	VSitesAA	RatioCount	RatioVS
MYCO013678	Hypoth	5	0	17	13	159	162	161.7692308	145	41	0.10508797	0.043081414	0.103661436	0.239657632	0.764705882	2.311926606
MYCO000002	Information	80	0	107	68	1209	1209	1209	1106	339	0.088502895	0.026496339	0.085194376	0.158808933	0.635514019	1.86407767
MYCO000003	Information	75	0	99	57	1158	1158	1158	1060	336	0.085492228	0.023485672	0.08462867	0.129533679	0.575757576	1.530612245
MYCO000004	Hypoth	23	0	81	59	564	564	564	489	137	0.143617021	0.081610465	0.132978723	0.271276596	0.728395062	2.04
MYCO000007	Cell wall	824	0	135	82	912	915	914.9634146	777	228	0.147546883	0.085540327	0.150785717	0.252429126	0.607407407	1.674091753
MYCO000008	Cell wall	43	0	58	40	438	438	438	385	112	0.132420091	0.070413536	0.121004566	0.232876712	0.689655172	1.924528302
MYCO000010	Cell wall	29	0	88	64	336	426	424.59375	274	69	0.207256937	0.145250381	0.354677265	0.51247516	0.727272727	1.444905582
MYCO000012	Cell wall	63	0	92	66	789	789	789	706	208	0.116603295	0.05459674	0.105196451	0.209125475	0.717391304	1.987951807
MYCO000014	Regulatory	24	0	142	76	1881	1881	1881	1740	552	0.07549176	0.013485204	0.074960128	0.119617225	0.535211268	1.595744681
MYCO000018	Regulatory	458	0	114	64	1545	1548	1545.046875	1434	457	0.073784169	0.011777613	0.071872819	0.112648281	0.561403509	1.567327986
MYCO000020	Regulatory	380	0	173	115	1566	1602	1572.834783	1351	416	0.109992481	0.047985925	0.141041376	0.206528229	0.664739884	1.464309514
MYCO000021	Hypoth	1036	0	81	58	969	969	969	891	270	0.083591331	0.021584775	0.080495356	0.164086687	0.716049383	2.038461538
MYCO000022	Regulatory	95	0	53	39	420	420	420	373	111	0.126190476	0.06418392	0.111904762	0.207142857	0.735849057	1.85106383
MYCO000023	Regulatory	63	0	74	45	768	774	771	702	217	0.095979248	0.033972692	0.089494163	0.155642023	0.608108108	1.739130435
MYCO000024	Virulence	2344	0	72	43	846	846	846	772	240	0.085106383	0.023099827	0.087470449	0.14893617	0.597222222	1.702702703
MYCO000025	Hypoth	835	0	47	34	363	363	363	316	90	0.129476584	0.067470028	0.129476584	0.256198347	0.723404255	1.978723404
MYCO000026	Hypoth	257	0	128	101	1341	1434	1375.09901	1225	317	0.093084206	0.031077651	0.109155056	0.308413436	0.7890625	2.825461741
MYCO000027	Hypoth	44	0	24	19	318	318	318	295	87	0.075471698	0.013465142	0.072327044	0.179245283	0.791666667	2.47826087
MYCO000028	Hypoth	23	0	28	17	285	309	304.9411765	261	84	0.091820988	0.029814432	0.144097222	0.173611111	0.607142857	1.204819277
MYCO000029	Hypoth	577	0	110	71	1077	1209	1100.704225	973	296	0.09993602	0.037929465	0.116020473	0.193243762	0.645454545	1.665600529
MYCO000030	Hypoth	1485	0	32	24	330	330	330	299	88	0.096969697	0.034963141	0.093939394	0.2	0.75	2.129032258
MYCO000031	IS and phage	72	0	22	13	213	213	213	192	58	0.103286385	0.041279829	0.098591549	0.183098592	0.590909091	1.857142857
MYCO000032	Int metab	2340	0	153	110	2316	2319	2316.081818	2173	667	0.066059842	0.004053287	0.061777532	0.136040884	0.718954248	2.20210941
MYCO000033	Lipids	29	0	17	11	264	264	264	248	77	0.064393939	0.002387384	0.060606061	0.125	0.647058824	2.0625
MYCO000034	Hypoth	18	0	30	17	396	396	396	369	115	0.075757576	0.01375102	0.068181818	0.128787879	0.566666667	1.888888889
MYCO000035	Lipids	123	0	171	113	1686	1710	1690.486726	1515	455	0.101154299	0.039147743	0.103808402	0.192540243	0.660818713	1.854765507
MYCO000036	Hypoth	155	0	69	39	774	774	774	713	221	0.089147287	0.027140731	0.07881137	0.143410853	0.565217391	1.819672131
MYCO000037	Cell wall	105	0	104	64	1326	1326	1326	1224	380	0.078431373	0.016424817	0.076923077	0.140271493	0.615384615	1.823529412
MYCO000039	Cell wall	334	0	33	17	348	348	348	317	100	0.094827586	0.03282103	0.08908046	0.137931034	0.515151515	1.548387097
MYCO000040	Cell wall	117	0	82	54	927	945	933.1111111	847	250	0.087878066	0.02587151	0.092283877	0.196237199	0.658536585	2.126451613
MYCO000041	Information	685	0	213	126	2910	2910	2910	2698	848	0.073195876	0.01118932	0.072852234	0.125773196	0.591549296	1.726415094
MYCO000042	Regulatory	512	0	90	68	627	627	627	543	153	0.14354067	0.081534114	0.133971292	0.267942584	0.755555556	2
MYCO000043	Regulatory	70	0	65	42	732	735	734.9285714	667	205	0.088443969	0.026437413	0.092428807	0.163183983	0.646153846	1.765509989
MYCO000044	Int metab	953	0	66	39	792	795	794.9230769	729	228	0.083026901	0.021020346	0.082930134	0.139539385	0.590909091	1.682613769
MYCO000045	Lipids	3376	0	66	47	894	906	897.2553191	834	188	0.073557658	0.011551102	0.070498684	0.371416376	0.712121212	5.268415742
MYCO000048	Cell wall	56	0	87	62	867	876	870.0483871	779	234	0.099994439	0.037987883	0.104647498	0.193148323	0.712643678	1.845704163
MYCO000052	Hypoth	220	31	59	40	546	567	563.325	483	133	0.104735277	0.042728721	0.142590867	0.291705499	0.677966102	2.045751634
MYCO000057	Hypoth	33	4542	73	47	516	522	521.8723404	450	133	0.139880952	0.077874397	0.137720157	0.235445205	0.643835616	1.709591474
MYCO000058	Information	119	0	177	91	2616	2625	2624.901099	2446	758	0.067431112	0.005424556	0.068155367	0.133681646	0.514124294	1.961425061
MYCO000059	Hypoth	33	0	62	41	693	693	693	635	192	0.089466089	0.027459534	0.083694084	0.168831169	0.661290323	2.017241379
MYCO000060	Hypoth	17	0	65	38	1059	1059	1059	999	316	0.061378659	-0.000627897	0.056657224	0.104815864	0.584615385	1.85
MYCO000061	Hypoth	1772	0	22	15	339	339	339	319	99	0.064896755	0.002890199	0.05899705	0.123893805	0.681818182	2.1
MYCO000062	Int metab	416	0	112	81	1134	1143	1142.888889	1029	306	0.097997278	0.035990722	0.09965001	0.196772312	0.723214286	1.974634146
MYCO000063	Int metab	559	0	135	82	1440	1461	1442.121951	1313	403	0.093612055	0.0316055	0.089536083	0.161652037	0.607407407	1.805440121
MYCO000064	Cell wall	3139	0	194	130	2931	2943	2939.907692	2744	854	0.065988466	0.003981911	0.066637362	0.128544067	0.670103093	1.929008952
MYCO000065	Virulence	18	0	22	13	402	402	402	381	123	0.054726368	-0.007280188	0.052238806	0.082089552	0.590909091	1.571428571
MYCO000067	Regulatory	25	0	42	20	570	570	570	530	170	0.073684211	0.011677655	0.070175439	0.105263158	0.476190476	1.5
MYCO000069	Int metab	168	0	94	60	1383	1386	1385.95	1285	406	0.067823515	0.005816959	0.072838125	0.121180418	0.638297872	1.663694898
MYCO000070	Int metab	39	4443	58	40	1275	1281	1278.225	822	261	0.045375423	-0.016631133	0.35692073	0.38743179	0.689655172	1.085484136
MYCO000071	Information	2121	0	80	52	699	717	709.0961538	623	192	0.112819678	0.050813123	0.121416755	0.187698316	0.65	1.545901273
MYCO000072	Cell wall	1805	0	68	47	1050	1050	1050	982	308	0.064761905	0.002755349	0.064761905	0.12	0.691176471	1.852941176
MYCO000073	Cell wall	61	3264	61	44	990	993	992.8636364	765	247	0.061438447	-0.000568109	0.229501442	0.253673946	0.721311475	1.105326152
MYCO000074	Hypoth	2954	0	77	44	1230	1236	1235.863636	1159	370	0.062304608	0.000298053	0.06219427	0.101842657	0.571428571	1.637492608
MYCO000075	Int metab	368	0	83	66	1173	1173	1173	1097	333	0.070758738	0.008752182	0.064791134	0.148337596	0.795180723	2.289473684
MYCO000076	Cell wall	24	0	28	20	390	390	390	363	110	0.071794872	0.009788316	0.069230769	0.153846154	0.714285714	2.222222222
MYCO000077	Int metab	75	0	66	45	825	831	830.8666667	761	233	0.079435128	0.017428572	0.084088903	0.158709781	0.681818182	1.88740458
MYCO000078	Regulatory	94	0	33	21	606	606	606	574	180	0.054455446	-0.00755111	0.052805281	0.108910891	0.636363636	2.0625
MYCO000079	Hypoth	118	0	45	26	822	822	822	780	249	0.054744526	-0.00726203	0.051094891	0.091240876	0.577777778	1.785714286
MYCO000080	Hypoth	146	0	55	46	456	459	458.9347826	400	110	0.119842736	0.05783618	0.128416465	0.280943584	0.836363636	2.187753596
MYCO000081	Regulatory	13	0	34	16	345	345	345	313	99	0.098550725	0.036544169	0.092753623	0.139130435	0.470588235	1.5
MYCO000082	Int metab	2023	0	33	18	474	480	479.6666667	438	139	0.068797776	0.00679122	0.086865879	0.130646282	0.545454545	1.504
MYCO000083	Int metab	2755	0	70	44	1920	1929	1923.272727	1851	599	0.036396294	-0.025610262	0.037577992	0.065655133	0.628571429	1.747169811
MYCO000084	Int metab	60	0	59	34	948	951	950.9117647	877	277	0.062045715	3.92E-05	0.077727259	0.126101884	0.576271186	1.622363709
MYCO000085	Int metab	477	0	53	34	654	663	662.7352941	598	119	0.079971597	0.017965041	0.09767896	0.461323392	0.641509434	4.722853249
MYCO000086	Int metab	606	0	104	60	1455	1467	1466.7	1351	430	0.070907479	0.008900924	0.078884571	0.120474535	0.576923077	1.527225583
MYCO000087	Int metab	540	0	107	69	1470	1479	1478.826087	1364	420	0.072354688	0.010348132	0.077646782	0.147972834	0.644859813	1.905717531
MYCO000088	Lipids	44	0	55	42	675	675	675	626	187	0.081481481	0.019474926	0.072592593	0.168888889	0.763636364	2.326530612
MYCO000089	Int metab	81	0	48	29	594	594	594	548	170	0.080808081	0.018801525	0.077441077	0.141414141	0.604166667	1.826086957
MYCO000090	Cell wall	109	0	68	44	762	771	769.7727273	697	216	0.088337762	0.026331206	0.094537939	0.158193091	0.647058824	1.673329169
MYCO000091	Int metab	122	0	48	35	759	768	767.7428571	716	221	0.062520933	0.000514378	0.067396078	0.136429608	0.729166667	2.024295969
MYCO000092	Cell wall	427	0	146	98	2286	2310	2286.244898	2136	665	0.063860175	0.00185362	0.065716887	0.12739007	0.671232877	1.938467808
MYCO000093	Cell wall	224	0	72	56	840	852	848.7857143	764	227	0.084827064	0.022820508	0.0998906	0.197677354	0.777777778	1.9789385
MYCO000094	IS and phage	7402	102	47	41	954	957	955.0243902	911	294	0.049213403	-0.012793153	0.046097661	0.076463377	0.872340426	1.658725762
MYCO000095	IS and phage	3282	0	215	143	408	411	410.979021	357	101	0.523141058	0.461134503	0.131342522	0.26273609	0.665116279	2.000388651
MYCO000096	PE/PPE	850	0	110	67	1392	1395	1392.044776	1288	399	0.079020447	0.017013891	0.074742406	0.140113867	0.609090909	1.87462344
MYCO000097	Int metab	17	0	35	20	870	870	870	836	271	0.040229885	-0.021776671	0.03908046	0.065517241	0.571428571	1.676470588
MYCO000098	Lipids	14	0	37	20	552	552	552	515	164	0.067028986	0.00502243	0.067028986	0.108695652	0.540540541	1.621621622
MYCO000099	Lipids	2170	0	86	52	1614	1623	1622.769231	1522	473	0.052995829	-0.009010727	0.06209708	0.125568828	0.604651163	2.022137405
MYCO000100	Hypoth	11	0	9	4	237	237	237	229	75	0.037974684	-0.024031872	0.033755274	0.050632911	0.444444444	1.5
MYCO000101	Lipids	307	0	454	275	7539	7539	7539	7082	2247	0.060220188	-0.001786367	0.060618119	0.105849582	0.605726872	1.746170678
MYCO000102	Cell wall	181	0	139	85	1980	1986	1985.929412	1835	578	0.069992417	0.007985861	0.075999384	0.126857183	0.611510791	1.669186998
MYCO000103	Cell wall	322	0	143	92	2259	2259	2259	2118	666	0.063302346	0.00129579	0.062416999	0.115537849	0.643356643	1.85106383
MYCO000104	Hypoth	2460	0	99	73	1515	1515	1515	1423	438	0.065346535	0.003339979	0.060726073	0.132673267	0.737373737	2.184782609
MYCO000106	Hypoth	187	0	61	32	1197	1197	1197	1137	368	0.050960735	-0.011045821	0.050125313	0.077694236	0.524590164	1.55
MYCO000107	Cell wall	7603	0	6	4	4899	4899	4899	4890	1603	0.00122474	-0.060781816	0.00183711	0.018371096	0.666666667	10
MYCO000108	Hypoth	24	0	17	10	210	210	210	194	60	0.080952381	0.018945825	0.076190476	0.142857143	0.588235294	1.875
MYCO000109	PE/PPE	2418	0	85	60	1482	1500	1491	1398	437	0.057008719	-0.004997837	0.062374245	0.120724346	0.705882353	1.935483871
MYCO000110	Cell wall	32	0	50	35	741	750	749.4857143	693	217	0.066712412	0.004705857	0.075365965	0.131404392	0.7	1.743550835
MYCO000111	Int metab	276	0	117	72	2055	2058	2057.958333	1943	618	0.056852463	-0.005154093	0.055860379	0.099107125	0.615384615	1.774193548
MYCO000112	Cell wall	58	0	89	61	945	957	956.8032787	857	257	0.093018076	0.03101152	0.104309089	0.194191724	0.685393258	1.861695138
MYCO000113	Cell wall	429	0	71	55	591	591	591	524	149	0.120135364	0.058128808	0.113367174	0.243654822	0.774647887	2.149253731
MYCO000114	Cell wall	315	0	45	34	573	573	573	531	157	0.078534031	0.016527476	0.073298429	0.178010471	0.755555556	2.428571429
MYCO000115	Cell wall	1009	0	87	59	1161	1161	1161	1083	336	0.074935401	0.012928845	0.067183463	0.131782946	0.67816092	1.961538462
MYCO000116	Cell wall	36	0	56	33	753	756	755.9090909	697	218	0.074082983	0.012076427	0.077931449	0.134816597	0.589285714	1.729938272
MYCO000117	Regulatory	26	0	66	47	945	951	945.1276596	883	273	0.069831836	0.00782528	0.065734675	0.133450395	0.712121212	2.030136986
MYCO000118	Int metab	262	0	137	82	1737	1749	1748.853659	1608	506	0.078337029	0.016330473	0.080540563	0.132002845	0.598540146	1.638961039
MYCO000119	Lipids	194	0	104	63	1578	1578	1578	1477	465	0.06590621	0.003899655	0.06400507	0.115969582	0.605769231	1.811881188
MYCO000120	Information	186	0	156	93	2145	2145	2145	1998	626	0.072727273	0.010720717	0.068531469	0.124475524	0.596153846	1.816326531
MYCO000121	Hypoth	252	0	34	22	435	435	435	404	126	0.07816092	0.016154364	0.071264368	0.131034483	0.647058824	1.838709677
MYCO000122	Hypoth	32	0	25	19	369	369	369	345	105	0.067750678	0.005744122	0.06504065	0.146341463	0.76	2.25
MYCO000123	Hypoth	10	0	22	12	369	369	369	348	111	0.059620596	-0.00238596	0.056910569	0.097560976	0.545454545	1.714285714
MYCO000124	PE/PPE	7464	0	9	8	1428	1464	1458.375	1420	469	0.006171252	-0.055835304	0.026313534	0.035227565	0.888888889	1.338762215
MYCO000125	Int metab	434	0	66	24	1068	1068	1068	1003	333	0.061797753	-0.000208803	0.060861423	0.064606742	0.363636364	1.061538462
MYCO000126	Virulence	65	0	120	67	1794	1809	1805.865672	1673	531	0.066450125	0.004443569	0.073574504	0.117874588	0.558333333	1.602111885
MYCO000127	Virulence	70	0	72	44	1365	1368	1367.931818	1290	409	0.052634202	-0.009372354	0.056970543	0.10302547	0.611111111	1.80839895
MYCO000128	Cell wall	74	0	43	29	774	780	779.7931034	735	232	0.055142832	-0.006863724	0.057442292	0.107455559	0.674418605	1.870669746
MYCO000130	Int metab	11	0	48	27	456	456	456	410	128	0.105263158	0.043256602	0.100877193	0.157894737	0.5625	1.565217391
MYCO000131	Lipids	56	0	78	58	1344	1344	1344	1269	393	0.058035714	-0.003970842	0.055803571	0.122767857	0.743589744	2.2
MYCO000132	Int metab	323	0	64	48	1083	1086	1083.0625	1021	316	0.059091696	-0.00291486	0.057302787	0.124704253	0.75	2.176233635
MYCO000133	Int metab	894	0	53	37	606	606	606	555	166	0.087458746	0.02545219	0.084158416	0.178217822	0.698113208	2.117647059
MYCO000134	Virulence	2616	0	40	30	903	924	903.7	865	272	0.044262476	-0.017744079	0.042823946	0.09704548	0.75	2.266149871
MYCO000135	Regulatory	21	0	34	22	606	606	606	573	181	0.056105611	-0.005900945	0.054455446	0.103960396	0.647058824	1.909090909
MYCO000136	Int metab	768	0	115	80	1314	1326	1325.775	1203	366	0.086741717	0.024735161	0.092606211	0.171805171	0.695652174	1.855222969
MYCO000137	Int metab	858	0	39	21	549	549	549	511	162	0.071038251	0.009031696	0.069216758	0.114754098	0.538461538	1.657894737
MYCO000138	Hypoth	798	0	38	25	504	504	504	467	143	0.075396825	0.01339027	0.073412698	0.148809524	0.657894737	2.027027027
MYCO000139	Int metab	72	0	64	40	1023	1023	1023	962	302	0.062561095	0.000554539	0.059628543	0.114369501	0.625	1.918032787
MYCO000140	Hypoth	22	0	27	21	381	381	381	354	107	0.070866142	0.008859586	0.070866142	0.157480315	0.777777778	2.222222222
MYCO000141	Hypoth	19	0	31	21	411	411	411	383	120	0.075425791	0.013419235	0.068126521	0.124087591	0.677419355	1.821428571
MYCO000142	Hypoth	1183	0	70	47	915	927	926.6808511	828	251	0.075538412	0.013531856	0.106488497	0.18742251	0.671428571	1.760025873
MYCO000143	Cell wall	456	0	116	74	1479	1479	1479	1358	421	0.078431373	0.016424817	0.081812035	0.146044625	0.637931034	1.785123967
MYCO000144	Regulatory	514	0	49	34	837	843	842.8235294	790	247	0.058137912	-0.003868644	0.062674484	0.120812395	0.693877551	1.927616927
MYCO000145	Lipids	360	0	78	54	954	954	954	878	267	0.081761006	0.01975445	0.07966457	0.160377358	0.692307692	2.013157895
MYCO000146	Lipids	1267	0	70	47	927	933	932.8723404	861	266	0.075037062	0.013030507	0.077044133	0.144577489	0.671428571	1.876554174
MYCO000147	Int metab	265	0	122	77	1518	1521	1520.961039	1398	433	0.080212443	0.018205887	0.080844306	0.14593473	0.631147541	1.80513308
MYCO000148	Int metab	75	0	49	26	861	861	861	813	262	0.056910569	-0.005095987	0.055749129	0.087108014	0.530612245	1.5625
MYCO000149	Int metab	1373	0	61	37	969	969	969	909	287	0.062951496	0.000944941	0.061919505	0.111455108	0.606557377	1.8
MYCO000150	Hypoth	53	0	23	18	288	291	288.1666667	268	80	0.079814922	0.017808366	0.069982649	0.167148641	0.782608696	2.388429752
MYCO000151	PE/PPE	551	0	139	102	1758	1767	1766.823529	1630	494	0.07867226	0.016665704	0.077440405	0.161206552	0.73381295	2.081685297
MYCO000152	PE/PPE	165	0	132	88	1575	1578	1577.965909	1448	441	0.083651997	0.021645442	0.082362938	0.161578845	0.666666667	1.961790679
MYCO000153	Regulatory	140	0	52	32	825	831	830.8125	773	245	0.062589333	0.000582777	0.069585496	0.115323855	0.615384615	1.657297297
MYCO000154	Lipids	83	0	63	40	1212	1212	1212	1151	366	0.051980198	-0.010026358	0.050330033	0.094059406	0.634920635	1.868852459
MYCO000155	Int metab	212	0	60	31	1101	1101	1101	1038	335	0.054495913	-0.007510643	0.057220708	0.08719346	0.516666667	1.523809524
MYCO000156	Int metab	8	0	20	14	333	333	333	314	99	0.06006006	-0.001946496	0.057057057	0.108108108	0.7	1.894736842
MYCO000157	Int metab	581	0	78	49	1425	1428	1427.877551	1347	430	0.054626533	-0.007380023	0.056641797	0.096561187	0.628205128	1.704769114
MYCO000158	Regulatory	19	0	40	26	645	645	645	608	191	0.062015504	8.95E-06	0.057364341	0.111627907	0.65	1.945945946
MYCO000159	PE/PPE	626	0	112	82	1398	1410	1406.853659	1288	395	0.07961027	0.017603714	0.084481892	0.157694908	0.732142857	1.866611943
MYCO000160	PE/PPE	72	0	115	82	1506	1515	1509.036585	1395	425	0.076207563	0.014201007	0.075569132	0.155090067	0.713043478	2.052293872
MYCO000161	Int metab	224	0	92	47	1350	1350	1350	1246	362	0.068148148	0.006141592	0.077037037	0.195555556	0.510869565	2.538461538
MYCO000162	Int metab	413	0	78	55	1152	1152	1152	1076	330	0.067708333	0.005701778	0.065972222	0.140625	0.705128205	2.131578947
MYCO000163	Hypoth	9	0	38	26	456	456	456	421	127	0.083333333	0.021326778	0.076754386	0.164473684	0.684210526	2.142857143
MYCO000164	Hypoth	17	0	29	21	486	486	486	458	141	0.059670782	-0.002335774	0.057613169	0.12962963	0.724137931	2.25
MYCO000165	Regulatory	3790	0	24	17	666	675	671.8235294	644	194	0.035723667	-0.026282889	0.041414937	0.133701077	0.708333333	3.22832981
MYCO000166	Lipids	132	0	115	69	1665	1665	1665	1560	490	0.069069069	0.007062513	0.063063063	0.117117117	0.6	1.857142857
MYCO000167	Virulence	15	3829	32	20	798	798	798	587	187	0.040100251	-0.021906305	0.264411028	0.296992481	0.625	1.123222749
MYCO000168	Virulence	114	0	66	39	870	870	870	804	252	0.075862069	0.013855513	0.075862069	0.131034483	0.590909091	1.727272727
MYCO000169	Virulence	208	0	104	70	1362	1365	1364.957143	1269	393	0.076192868	0.014186313	0.07030048	0.136236617	0.673076923	1.937918714
MYCO000170	Virulence	18	0	53	30	1041	1041	1041	989	318	0.050912584	-0.011093972	0.049951969	0.083573487	0.566037736	1.673076923
MYCO000171	Virulence	2006	0	101	61	1542	1551	1547.95082	1435	442	0.065247551	0.003240995	0.072967964	0.143383638	0.603960396	1.965021771
MYCO000172	Virulence	320	0	115	77	1590	1596	1593	1480	456	0.072190835	0.010184279	0.070935342	0.141242938	0.669565217	1.991150442
MYCO000173	Cell wall	21	0	65	46	1161	1173	1172.73913	1103	345	0.055425796	-0.00658076	0.059466874	0.117450784	0.707692308	1.975062344
MYCO000174	Virulence	135	0	104	73	1548	1548	1548	1441	444	0.067183463	0.005176907	0.069121447	0.139534884	0.701923077	2.018691589
MYCO000175	Cell wall	113	0	67	43	642	654	643.1162791	552	167	0.104180227	0.042173671	0.141679323	0.22098069	0.641791045	1.559724349
MYCO000176	Cell wall	306	0	72	48	969	969	969	894	277	0.074303406	0.01229685	0.077399381	0.142414861	0.666666667	1.84
MYCO000177	Hypoth	4	0	29	16	555	555	555	529	169	0.052252252	-0.009754304	0.046846847	0.086486486	0.551724138	1.846153846
MYCO000178	Cell wall	42	0	52	37	735	735	735	683	209	0.070748299	0.008741744	0.070748299	0.146938776	0.711538462	2.076923077
MYCO000179	Cell wall	445	0	77	46	1110	1110	1110	1035	327	0.069369369	0.007362814	0.067567568	0.116216216	0.597402597	1.72
MYCO000180	Cell wall	916	0	97	72	1347	1359	1358.375	1248	383	0.071408852	0.009402297	0.081255176	0.154136376	0.742268041	1.896942242
